"Entity","Host","Timestamp","MetricId","Value","Unit"
"zq-wuliu-liping-5.80",,"2014/1/8 8:00:00","cpu.usage.average","2.87","%"
"zq-wuliu-liping-5.80",,"2014/1/8 6:00:00","cpu.usage.average","2.48","%"
"zq-wuliu-liping-5.80",,"2014/1/8 4:00:00","cpu.usage.average","2.66","%"
"zq-wuliu-liping-5.80",,"2014/1/8 2:00:00","cpu.usage.average","2.69","%"
"zq-wuliu-liping-5.80",,"2014/1/8 0:00:00","cpu.usage.average","2.52","%"
"zq-wuliu-liping-5.80",,"2014/1/7 22:00:00","cpu.usage.average","2.57","%"
"zq-wuliu-liping-5.80",,"2014/1/7 20:00:00","cpu.usage.average","2.65","%"
"zq-wuliu-liping-5.80",,"2014/1/7 18:00:00","cpu.usage.average","2.72","%"
"zq-wuliu-liping-5.80",,"2014/1/7 16:00:00","cpu.usage.average","2.69","%"
"zq-wuliu-liping-5.80",,"2014/1/7 14:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2014/1/7 12:00:00","cpu.usage.average","2.65","%"
"zq-wuliu-liping-5.80",,"2014/1/7 10:00:00","cpu.usage.average","2.92","%"
"zq-wuliu-liping-5.80",,"2014/1/7 8:00:00","cpu.usage.average","2.66","%"
"zq-wuliu-liping-5.80",,"2014/1/7 6:00:00","cpu.usage.average","2.56","%"
"zq-wuliu-liping-5.80",,"2014/1/7 4:00:00","cpu.usage.average","2.69","%"
"zq-wuliu-liping-5.80",,"2014/1/7 2:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2014/1/7 0:00:00","cpu.usage.average","2.6","%"
"zq-wuliu-liping-5.80",,"2014/1/6 22:00:00","cpu.usage.average","2.71","%"
"zq-wuliu-liping-5.80",,"2014/1/6 20:00:00","cpu.usage.average","2.9","%"
"zq-wuliu-liping-5.80",,"2014/1/6 18:00:00","cpu.usage.average","2.49","%"
"zq-wuliu-liping-5.80",,"2014/1/6 16:00:00","cpu.usage.average","2.4","%"
"zq-wuliu-liping-5.80",,"2014/1/6 14:00:00","cpu.usage.average","2.4","%"
"zq-wuliu-liping-5.80",,"2014/1/6 12:00:00","cpu.usage.average","2.27","%"
"zq-wuliu-liping-5.80",,"2014/1/6 10:00:00","cpu.usage.average","2.93","%"
"zq-wuliu-liping-5.80",,"2014/1/6 8:00:00","cpu.usage.average","2.96","%"
"zq-wuliu-liping-5.80",,"2014/1/6 6:00:00","cpu.usage.average","3","%"
"zq-wuliu-liping-5.80",,"2014/1/6 4:00:00","cpu.usage.average","2.98","%"
"zq-wuliu-liping-5.80",,"2014/1/6 2:00:00","cpu.usage.average","3.05","%"
"zq-wuliu-liping-5.80",,"2014/1/6 0:00:00","cpu.usage.average","3.23","%"
"zq-wuliu-liping-5.80",,"2014/1/5 22:00:00","cpu.usage.average","2.96","%"
"zq-wuliu-liping-5.80",,"2014/1/5 20:00:00","cpu.usage.average","3.03","%"
"zq-wuliu-liping-5.80",,"2014/1/5 18:00:00","cpu.usage.average","2.96","%"
"zq-wuliu-liping-5.80",,"2014/1/5 16:00:00","cpu.usage.average","2.98","%"
"zq-wuliu-liping-5.80",,"2014/1/5 14:00:00","cpu.usage.average","3.23","%"
"zq-wuliu-liping-5.80",,"2014/1/5 12:00:00","cpu.usage.average","3.24","%"
"zq-wuliu-liping-5.80",,"2014/1/5 10:00:00","cpu.usage.average","3.28","%"
"zq-wuliu-liping-5.80",,"2014/1/5 8:00:00","cpu.usage.average","3.29","%"
"zq-wuliu-liping-5.80",,"2014/1/5 6:00:00","cpu.usage.average","3.3","%"
"zq-wuliu-liping-5.80",,"2014/1/5 4:00:00","cpu.usage.average","3.28","%"
"zq-wuliu-liping-5.80",,"2014/1/5 2:00:00","cpu.usage.average","3.26","%"
"zq-wuliu-liping-5.80",,"2014/1/5 0:00:00","cpu.usage.average","3.21","%"
"zq-wuliu-liping-5.80",,"2014/1/4 22:00:00","cpu.usage.average","3.25","%"
"zq-wuliu-liping-5.80",,"2014/1/4 20:00:00","cpu.usage.average","3.28","%"
"zq-wuliu-liping-5.80",,"2014/1/4 18:00:00","cpu.usage.average","3.24","%"
"zq-wuliu-liping-5.80",,"2014/1/4 16:00:00","cpu.usage.average","3.26","%"
"zq-wuliu-liping-5.80",,"2014/1/4 14:00:00","cpu.usage.average","3.32","%"
"zq-wuliu-liping-5.80",,"2014/1/4 12:00:00","cpu.usage.average","3.34","%"
"zq-wuliu-liping-5.80",,"2014/1/4 10:00:00","cpu.usage.average","3.12","%"
"zq-wuliu-liping-5.80",,"2014/1/4 8:00:00","cpu.usage.average","3.05","%"
"zq-wuliu-liping-5.80",,"2014/1/4 6:00:00","cpu.usage.average","2.96","%"
"zq-wuliu-liping-5.80",,"2014/1/4 4:00:00","cpu.usage.average","2.99","%"
"zq-wuliu-liping-5.80",,"2014/1/4 2:00:00","cpu.usage.average","3.02","%"
"zq-wuliu-liping-5.80",,"2014/1/4 0:00:00","cpu.usage.average","2.94","%"
"zq-wuliu-liping-5.80",,"2014/1/3 22:00:00","cpu.usage.average","2.97","%"
"zq-wuliu-liping-5.80",,"2014/1/3 20:00:00","cpu.usage.average","3","%"
"zq-wuliu-liping-5.80",,"2014/1/3 18:00:00","cpu.usage.average","3.24","%"
"zq-wuliu-liping-5.80",,"2014/1/3 16:00:00","cpu.usage.average","3.27","%"
"zq-wuliu-liping-5.80",,"2014/1/3 14:00:00","cpu.usage.average","3.24","%"
"zq-wuliu-liping-5.80",,"2014/1/3 12:00:00","cpu.usage.average","3.27","%"
"zq-wuliu-liping-5.80",,"2014/1/3 10:00:00","cpu.usage.average","3.3","%"
"zq-wuliu-liping-5.80",,"2014/1/3 8:00:00","cpu.usage.average","3.25","%"
"zq-wuliu-liping-5.80",,"2014/1/3 6:00:00","cpu.usage.average","3.13","%"
"zq-wuliu-liping-5.80",,"2014/1/3 4:00:00","cpu.usage.average","3.15","%"
"zq-wuliu-liping-5.80",,"2014/1/3 2:00:00","cpu.usage.average","3.14","%"
"zq-wuliu-liping-5.80",,"2014/1/3 0:00:00","cpu.usage.average","3.31","%"
"zq-wuliu-liping-5.80",,"2014/1/2 22:00:00","cpu.usage.average","3.2","%"
"zq-wuliu-liping-5.80",,"2014/1/2 20:00:00","cpu.usage.average","3.13","%"
"zq-wuliu-liping-5.80",,"2014/1/2 18:00:00","cpu.usage.average","3.12","%"
"zq-wuliu-liping-5.80",,"2014/1/2 16:00:00","cpu.usage.average","3.22","%"
"zq-wuliu-liping-5.80",,"2014/1/2 14:00:00","cpu.usage.average","3.28","%"
"zq-wuliu-liping-5.80",,"2014/1/2 12:00:00","cpu.usage.average","3.05","%"
"zq-wuliu-liping-5.80",,"2014/1/2 10:00:00","cpu.usage.average","3.01","%"
"zq-wuliu-liping-5.80",,"2014/1/2 8:00:00","cpu.usage.average","3","%"
"zq-wuliu-liping-5.80",,"2014/1/2 6:00:00","cpu.usage.average","2.9","%"
"zq-wuliu-liping-5.80",,"2014/1/2 4:00:00","cpu.usage.average","2.98","%"
"zq-wuliu-liping-5.80",,"2014/1/2 2:00:00","cpu.usage.average","2.99","%"
"zq-wuliu-liping-5.80",,"2014/1/2 0:00:00","cpu.usage.average","3.03","%"
"zq-wuliu-liping-5.80",,"2014/1/1 22:00:00","cpu.usage.average","2.91","%"
"zq-wuliu-liping-5.80",,"2014/1/1 20:00:00","cpu.usage.average","2.84","%"
"zq-wuliu-liping-5.80",,"2014/1/1 18:00:00","cpu.usage.average","2.83","%"
"zq-wuliu-liping-5.80",,"2014/1/1 16:00:00","cpu.usage.average","2.86","%"
"zq-wuliu-liping-5.80",,"2014/1/1 14:00:00","cpu.usage.average","2.84","%"
"zq-wuliu-liping-5.80",,"2014/1/1 12:00:00","cpu.usage.average","2.8","%"
"zq-wuliu-liping-5.80",,"2014/1/1 10:00:00","cpu.usage.average","2.92","%"
"zq-wuliu-liping-5.80",,"2014/1/1 8:00:00","cpu.usage.average","2.86","%"
"zq-wuliu-liping-5.80",,"2014/1/1 6:00:00","cpu.usage.average","2.83","%"
"zq-wuliu-liping-5.80",,"2014/1/1 4:00:00","cpu.usage.average","2.92","%"
"zq-wuliu-liping-5.80",,"2014/1/1 2:00:00","cpu.usage.average","2.92","%"
"zq-wuliu-liping-5.80",,"2014/1/1 0:00:00","cpu.usage.average","2.87","%"
"zq-wuliu-liping-5.80",,"2013/12/31 22:00:00","cpu.usage.average","2.9","%"
"zq-wuliu-liping-5.80",,"2013/12/31 20:00:00","cpu.usage.average","2.84","%"
"zq-wuliu-liping-5.80",,"2013/12/31 18:00:00","cpu.usage.average","2.81","%"
"zq-wuliu-liping-5.80",,"2013/12/31 16:00:00","cpu.usage.average","2.86","%"
"zq-wuliu-liping-5.80",,"2013/12/31 14:00:00","cpu.usage.average","3.07","%"
"zq-wuliu-liping-5.80",,"2013/12/31 12:00:00","cpu.usage.average","3.04","%"
"zq-wuliu-liping-5.80",,"2013/12/31 10:00:00","cpu.usage.average","3.11","%"
"zq-wuliu-liping-5.80",,"2013/12/31 8:00:00","cpu.usage.average","3.11","%"
"zq-wuliu-liping-5.80",,"2013/12/31 6:00:00","cpu.usage.average","3.1","%"
"zq-wuliu-liping-5.80",,"2013/12/31 4:00:00","cpu.usage.average","3.15","%"
"zq-wuliu-liping-5.80",,"2013/12/31 2:00:00","cpu.usage.average","3.07","%"
"zq-wuliu-liping-5.80",,"2013/12/31 0:00:00","cpu.usage.average","3.06","%"
"zq-wuliu-liping-5.80",,"2013/12/30 22:00:00","cpu.usage.average","3.1","%"
"zq-wuliu-liping-5.80",,"2013/12/30 20:00:00","cpu.usage.average","3.06","%"
"zq-wuliu-liping-5.80",,"2013/12/30 18:00:00","cpu.usage.average","3.05","%"
"zq-wuliu-liping-5.80",,"2013/12/30 16:00:00","cpu.usage.average","2.79","%"
"zq-wuliu-liping-5.80",,"2013/12/30 14:00:00","cpu.usage.average","2.71","%"
"zq-wuliu-liping-5.80",,"2013/12/30 12:00:00","cpu.usage.average","2.73","%"
"zq-wuliu-liping-5.80",,"2013/12/30 10:00:00","cpu.usage.average","2.72","%"
"zq-wuliu-liping-5.80",,"2013/12/30 8:00:00","cpu.usage.average","2.69","%"
"zq-wuliu-liping-5.80",,"2013/12/30 6:00:00","cpu.usage.average","2.61","%"
"zq-wuliu-liping-5.80",,"2013/12/30 4:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2013/12/30 2:00:00","cpu.usage.average","2.68","%"
"zq-wuliu-liping-5.80",,"2013/12/30 0:00:00","cpu.usage.average","2.65","%"
"zq-wuliu-liping-5.80",,"2013/12/29 22:00:00","cpu.usage.average","2.71","%"
"zq-wuliu-liping-5.80",,"2013/12/29 20:00:00","cpu.usage.average","2.67","%"
"zq-wuliu-liping-5.80",,"2013/12/29 18:00:00","cpu.usage.average","2.62","%"
"zq-wuliu-liping-5.80",,"2013/12/29 16:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2013/12/29 14:00:00","cpu.usage.average","2.67","%"
"zq-wuliu-liping-5.80",,"2013/12/29 12:00:00","cpu.usage.average","2.6","%"
"zq-wuliu-liping-5.80",,"2013/12/29 10:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2013/12/29 8:00:00","cpu.usage.average","2.64","%"
"zq-wuliu-liping-5.80",,"2013/12/29 6:00:00","cpu.usage.average","2.61","%"
"zq-wuliu-liping-5.80",,"2013/12/29 4:00:00","cpu.usage.average","2.7","%"
"zq-wuliu-liping-5.80",,"2013/12/29 2:00:00","cpu.usage.average","2.67","%"
"zq-wuliu-liping-5.80",,"2013/12/29 0:00:00","cpu.usage.average","2.62","%"
"zq-wuliu-liping-5.80",,"2013/12/28 22:00:00","cpu.usage.average","2.51","%"
"zq-wuliu-liping-5.80",,"2013/12/28 20:00:00","cpu.usage.average","2.37","%"
"zq-wuliu-liping-5.80",,"2013/12/28 18:00:00","cpu.usage.average","2.33","%"
"zq-wuliu-liping-5.80",,"2013/12/28 16:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/28 14:00:00","cpu.usage.average","2.38","%"
"zq-wuliu-liping-5.80",,"2013/12/28 12:00:00","cpu.usage.average","2.36","%"
"zq-wuliu-liping-5.80",,"2013/12/28 10:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/28 8:00:00","cpu.usage.average","2.35","%"
"zq-wuliu-liping-5.80",,"2013/12/28 6:00:00","cpu.usage.average","2.32","%"
"zq-wuliu-liping-5.80",,"2013/12/28 4:00:00","cpu.usage.average","2.37","%"
"zq-wuliu-liping-5.80",,"2013/12/28 2:00:00","cpu.usage.average","2.33","%"
"zq-wuliu-liping-5.80",,"2013/12/28 0:00:00","cpu.usage.average","2.3","%"
"zq-wuliu-liping-5.80",,"2013/12/27 22:00:00","cpu.usage.average","2.36","%"
"zq-wuliu-liping-5.80",,"2013/12/27 20:00:00","cpu.usage.average","2.33","%"
"zq-wuliu-liping-5.80",,"2013/12/27 18:00:00","cpu.usage.average","2.33","%"
"zq-wuliu-liping-5.80",,"2013/12/27 16:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/27 14:00:00","cpu.usage.average","2.34","%"
"zq-wuliu-liping-5.80",,"2013/12/27 12:00:00","cpu.usage.average","2.37","%"
"zq-wuliu-liping-5.80",,"2013/12/27 10:00:00","cpu.usage.average","2.42","%"
"zq-wuliu-liping-5.80",,"2013/12/27 8:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/27 6:00:00","cpu.usage.average","2.37","%"
"zq-wuliu-liping-5.80",,"2013/12/27 4:00:00","cpu.usage.average","2.44","%"
"zq-wuliu-liping-5.80",,"2013/12/27 2:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/27 0:00:00","cpu.usage.average","2.67","%"
"zq-wuliu-liping-5.80",,"2013/12/26 22:00:00","cpu.usage.average","2.53","%"
"zq-wuliu-liping-5.80",,"2013/12/26 20:00:00","cpu.usage.average","2.43","%"
"zq-wuliu-liping-5.80",,"2013/12/26 18:00:00","cpu.usage.average","2.43","%"
"zq-wuliu-liping-5.80",,"2013/12/26 16:00:00","cpu.usage.average","2.43","%"
"zq-wuliu-liping-5.80",,"2013/12/26 14:00:00","cpu.usage.average","2.39","%"
"zq-wuliu-liping-5.80",,"2013/12/26 12:00:00","cpu.usage.average","2.38","%"
"zq-wuliu-liping-5.80",,"2013/12/26 10:00:00","cpu.usage.average","2.47","%"
"zq-wuliu-liping-5.80",,"2013/12/26 8:00:00","cpu.usage.average","2.47","%"
"zq-wuliu-liping-5.80",,"2013/12/26 6:00:00","cpu.usage.average","2.36","%"
"zq-wuliu-liping-5.80",,"2013/12/26 4:00:00","cpu.usage.average","2.37","%"
"zq-wuliu-liping-5.80",,"2013/12/26 2:00:00","cpu.usage.average","2.34","%"
"zq-wuliu-liping-5.80",,"2013/12/26 0:00:00","cpu.usage.average","2.47","%"
"zq-wuliu-liping-5.80",,"2013/12/25 22:00:00","cpu.usage.average","2.71","%"
"zq-wuliu-liping-5.80",,"2013/12/25 20:00:00","cpu.usage.average","2.75","%"
"zq-wuliu-liping-5.80",,"2013/12/25 18:00:00","cpu.usage.average","2.82","%"
"zq-wuliu-liping-5.80",,"2013/12/25 16:00:00","cpu.usage.average","2.78","%"
"zq-wuliu-liping-5.80",,"2013/12/25 14:00:00","cpu.usage.average","2.74","%"
"zq-wuliu-liping-5.80",,"2013/12/25 12:00:00","cpu.usage.average","1.93","%"
"zq-wuliu-liping-5.80",,"2013/12/25 10:00:00","cpu.usage.average","1.8","%"
"zq-wuliu-liping-5.80",,"2013/12/25 8:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/25 6:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/25 4:00:00","cpu.usage.average","1.79","%"
"zq-wuliu-liping-5.80",,"2013/12/25 2:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/25 0:00:00","cpu.usage.average","1.79","%"
"zq-wuliu-liping-5.80",,"2013/12/24 22:00:00","cpu.usage.average","1.79","%"
"zq-wuliu-liping-5.80",,"2013/12/24 20:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/24 18:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/24 16:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/24 14:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/24 12:00:00","cpu.usage.average","1.82","%"
"zq-wuliu-liping-5.80",,"2013/12/24 10:00:00","cpu.usage.average","1.8","%"
"zq-wuliu-liping-5.80",,"2013/12/24 8:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/24 6:00:00","cpu.usage.average","1.79","%"
"zq-wuliu-liping-5.80",,"2013/12/24 4:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/24 2:00:00","cpu.usage.average","1.76","%"
"zq-wuliu-liping-5.80",,"2013/12/24 0:00:00","cpu.usage.average","1.8","%"
"zq-wuliu-liping-5.80",,"2013/12/23 22:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/23 20:00:00","cpu.usage.average","1.74","%"
"zq-wuliu-liping-5.80",,"2013/12/23 18:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/23 16:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/23 14:00:00","cpu.usage.average","1.76","%"
"zq-wuliu-liping-5.80",,"2013/12/23 12:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/23 10:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/23 8:00:00","cpu.usage.average","1.76","%"
"zq-wuliu-liping-5.80",,"2013/12/23 6:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/23 4:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/23 2:00:00","cpu.usage.average","1.76","%"
"zq-wuliu-liping-5.80",,"2013/12/23 0:00:00","cpu.usage.average","1.78","%"
"zq-wuliu-liping-5.80",,"2013/12/22 22:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/22 20:00:00","cpu.usage.average","1.77","%"
"zq-wuliu-liping-5.80",,"2013/12/22 18:00:00","cpu.usage.average","1.79","%"
"zq-wuliu-liping-5.80",,"2013/12/22 16:00:00","cpu.usage.average","1.81","%"
"zq-wuliu-liping-5.80",,"2013/12/22 14:00:00","cpu.usage.average","1.88","%"
"zq-wuliu-liping-5.80",,"2013/12/22 12:00:00","cpu.usage.average","1.91","%"
"zq-wuliu-liping-5.80",,"2013/12/22 10:00:00","cpu.usage.average","1.89","%"
"zq-wuliu-liping-5.80",,"2013/12/22 8:00:00","cpu.usage.average","1.86","%"
"zq-wuliu-liping-5.80",,"2013/12/22 6:00:00","cpu.usage.average","1.89","%"
"zq-wuliu-liping-5.80",,"2013/12/22 4:00:00","cpu.usage.average","1.89","%"
"zq-wuliu-liping-5.80",,"2013/12/22 2:00:00","cpu.usage.average","1.88","%"
"zq-wuliu-liping-5.80",,"2013/12/22 0:00:00","cpu.usage.average","1.91","%"
"zq-wuliu-liping-5.80",,"2013/12/21 22:00:00","cpu.usage.average","1.88","%"
"zq-wuliu-liping-5.80",,"2013/12/21 20:00:00","cpu.usage.average","1.88","%"
"zq-wuliu-liping-5.80",,"2013/12/21 18:00:00","cpu.usage.average","1.91","%"
"zq-wuliu-liping-5.80",,"2013/12/21 16:00:00","cpu.usage.average","1.9","%"
